tweet_id,timestamp_1,likes,retweets,replies,polarity,subjectivity,clean_text
1237891049311195137,2020-03-11 23:59:59,4,2,0,0.2167,0.575,"It’s Coronavirus day 1,387. All the governments and currencies have failed. I own the largest stock pile of toilet paper. I pay you a living wage of 15 sheets an hour to do my bidding. I am your king. You are happy. 
#toiletpaperpanic #CancelEverything #coronavirus"
1237891049290223624,2020-03-11 23:59:59,73,12,1,0.0,0.0,If you ever lived in woodcrest you are immune to the Coronavirus
1237891048929505280,2020-03-11 23:59:59,1,0,1,0.1,1.0,"As far as I can tell not one corona virus  case is associated with a football match, school or horse racing? So what’s the uproar?"
1237891047931269121,2020-03-11 23:59:59,0,0,0,0.0,0.0,"Even w/o the coronavirus, ""longest bull market run ever"" sounds like the sort of thing that's going to end sooner rather than later. "
1237891047818006528,2020-03-11 23:59:59,0,0,0,0.5,0.5,Trump's Top Coronavirus Doctor Says It's Much More Lethal Than Seasonal Flu #Topbuzz
1237891047813828609,2020-03-11 23:59:59,3,0,1,0.0,0.0,I DO NOT THINK COLLEGES/ UNIVERSITIES ARE FULLY THINKING ABOUT THEIR REACTION TO THE CORONAVIRUS
1237891047637700611,2020-03-11 23:59:59,0,0,0,0.0,0.0,I believe tsu doesn’t believe In the coronavirus
1237891046807240704,2020-03-11 23:59:59,1,0,0,0.8,0.75,Great insight on what is going on with corona virus 
1237891046115143681,2020-03-11 23:59:58,0,0,0,-0.4097,0.5222,"Help us make coronavirus a little less brutal: 

"
1237891049311195137,2020-03-11 23:59:59,4,2,0,0.2167,0.575,"It’s Coronavirus day 1,387. All the governments and currencies have failed. I own the largest stock pile of toilet paper. I pay you a living wage of 15 sheets an hour to do my bidding. I am your king. You are happy. 
#toiletpaperpanic #CancelEverything #coronavirus"
1237891049290223624,2020-03-11 23:59:59,73,12,1,0.0,0.0,If you ever lived in woodcrest you are immune to the Coronavirus
1237891048929505280,2020-03-11 23:59:59,1,0,1,0.1,1.0,"As far as I can tell not one corona virus  case is associated with a football match, school or horse racing? So what’s the uproar?"
1237891047931269121,2020-03-11 23:59:59,0,0,0,0.0,0.0,"Even w/o the coronavirus, ""longest bull market run ever"" sounds like the sort of thing that's going to end sooner rather than later. "
1237891047818006528,2020-03-11 23:59:59,0,0,0,0.5,0.5,Trump's Top Coronavirus Doctor Says It's Much More Lethal Than Seasonal Flu #Topbuzz
1237891047813828609,2020-03-11 23:59:59,3,0,1,0.0,0.0,I DO NOT THINK COLLEGES/ UNIVERSITIES ARE FULLY THINKING ABOUT THEIR REACTION TO THE CORONAVIRUS
1237891047637700611,2020-03-11 23:59:59,0,0,0,0.0,0.0,I believe tsu doesn’t believe In the coronavirus
1237891046807240704,2020-03-11 23:59:59,1,0,0,0.8,0.75,Great insight on what is going on with corona virus 
1237891046115143681,2020-03-11 23:59:58,0,0,0,-0.4097,0.5222,"Help us make coronavirus a little less brutal: 

"
1237891045976731650,2020-03-11 23:59:58,1,0,0,0.0,0.0667,I thought pence had the last word on coronavirus news
1237891045121114116,2020-03-11 23:59:58,1,0,1,0.0,0.0,"At what point will Americans tire of hearing about the Coronavirus?  I already hit my limit after listening to  on my commute home.

#CancelEverything"
1237891043913158658,2020-03-11 23:59:58,19,0,1,0.0,0.0,The corona virus quarantine is like a snow day for millennials
1237891043850219520,2020-03-11 23:59:58,0,0,0,0.05,0.55,Otherwise healthy NJ coronavirus patient says he's ‘getting worse’ every day  via 
1237891043829276674,2020-03-11 23:59:58,0,0,0,-0.2583,0.15,Trump's Coronavirus Failure Just Killed An 11 Years Of Stock Gains  #SmartNews
1237891041950232578,2020-03-11 23:59:57,1,0,0,0.25,0.25,"Interesting site on #WuhanVirus #coronavirus statistics. Click on the red dot and get the number of cases and the status.

#/bda7594740fd40299423467b48e9ecf6 …pic.twitter.com/1nNLy0XKlf"
1237891041304309763,2020-03-11 23:59:57,0,0,0,-0.3,0.4,"Trump “supposedly wrote a check” to HHS (his paycheck) on January 20, 2020, to help with the costs of the corona virus, instead of another department. 

He at least knew then, it was a problem."
1237891041061040128,2020-03-11 23:59:57,0,0,0,0.0,0.0,"I'll take what undersubscribed events are using coronavirus as a reason to cancel for $500, Alex."
1237891040931008514,2020-03-11 23:59:57,19,9,2,0.2,0.6,"A really important read. What we’re measuring is only a fraction of what’s really there and it’s what’s really there that we have to contend with. #COVID19
"
1237891040540913667,2020-03-11 23:59:57,1,0,0,0.1833,0.3833,A really great visual explanation of the pandemic and how small behavioral changes could drastically alter the state of #COVID19 transmission. #COVID2019uk #StayTheFuckAtHome
1237891040016658433,2020-03-11 23:59:57,0,0,0,-0.075,0.05,Would you go to the funeral of a coronavirus victim?
1237891039391707142,2020-03-11 23:59:57,1,0,0,-0.1,0.4,"They just postponed my school's musical because of corona virus
That shit's whack"
1237891039177789440,2020-03-11 23:59:57,1,0,0,-0.125,0.375,Fed Cup finals postponed due to coronavirus outbreak 
1237891038984863744,2020-03-11 23:59:57,8,0,2,0.3119,0.5952,"I genuinely hope that all the people who claim the Coronavirus is overblown are right. However, is risking the life of your parents & immune-compromised citizens a price you're willing to pay in order to not be inconvenienced.  Please be considerate."
1237891038741585925,2020-03-11 23:59:57,1,2,0,0.0,0.0,Boris Johnson to declare Britain has given up fight to 'contain' coronavirus as UK death toll rises to eight 
1237891038468919303,2020-03-11 23:59:57,1,0,0,-0.1333,0.2333,"President Trump is expected to speak about the Coronavirus tonight at 9PM from the Oval Office. Unless he’s resigning, I couldn’t care less about what he has to say. 

#WorstPresidentInHistory"
1237891037596504072,2020-03-11 23:59:56,0,0,0,0.0,0.0,"RT : Tune into  at 
8 pm for an update on #coronavirus.
 and  will explain plans underway in our County and our schools."
1237891037445545989,2020-03-11 23:59:56,0,0,0,0.0,0.0,Oregon Sen. Ron Wyden proposes nationwide vote-by-mail in response to coronavirus 
1237891036904448000,2020-03-11 23:59:56,2,0,0,0.3333,0.6667,"US citizens ultimately infected with #coronavirus could be in the ""many, many millions."" 

"
1237891036896055298,2020-03-11 23:59:56,0,0,0,0.0,0.1,"Big news ’s  broke this evening answering a question a lot of people in Columbia were having as #coronavirus news evolves. #readlocal Columbia, Five Points postpone St. Patrick’s Day festival"
1237891036778622976,2020-03-11 23:59:56,0,0,0,0.0,0.0,Maybe she’s delirious from #COVID19 . Just sayin
1237891036573077505,2020-03-11 23:59:56,0,1,0,0.0,0.1,"It's the Big 5 at 5 on !

Coronavirus promotions | Bronny James
D Wade sounds off | corona cancellations
The Lakers

Listen: 
 /eiVrmf43MN"
1237891036178829315,2020-03-11 23:59:56,10,0,2,0.3184,0.5152,Just found out we had a patient on my floor that went home and came back positive for coronavirus!! Nice knowing y’all
1237891036107509762,2020-03-11 23:59:56,1,2,1,0.325,0.35,"Barbados really can’t handle a coronavirus outbreak. We have nuff “old ppl”, 9 ICU beds for over 270,000 people and one hospital. Lord knows how many ventilators we have. I sincerely hope and pray it doesn’t make its way here."
1237891035725852672,2020-03-11 23:59:56,49,40,6,-0.175,0.65,"HEY, Twitterverse:

There's a post about the #coronavirus going around that looks like us.

It's NOT us -- and it's NOT true.  "
1237891035679690752,2020-03-11 23:59:56,1,0,1,0.0,0.0,I CANT GET CORONAVIRUS BC I DRINK ALOT OF ALCOHOL & ALCOHOL KILLS ALL GERMS 
